instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2311,11/04/2011,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.194,1
2312,11/04/2011,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,13
2313,11/04/2011,2,0,4,6,0,1,1,2,0.46,0.4545,1,0.2239,61
2314,11/04/2011,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,176
2315,11/04/2011,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836,314
2316,11/04/2011,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836,165
2317,11/04/2011,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,96
2318,11/04/2011,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,104
2319,11/04/2011,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284,134
2320,11/04/2011,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,139
2321,11/04/2011,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582,145
2322,11/04/2011,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,141
2323,11/04/2011,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224,235
2324,11/04/2011,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,452
2325,11/04/2011,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,383
2326,11/04/2011,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,284
2327,11/04/2011,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,166
2328,11/04/2011,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,158
2329,11/04/2011,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,91
2330,11/04/2011,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0,54
2331,12/04/2011,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045,24
2332,12/04/2011,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,13
2333,12/04/2011,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,14
2334,12/04/2011,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,1
2335,12/04/2011,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,6
2336,12/04/2011,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,16
2337,12/04/2011,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,58
2338,12/04/2011,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,189
2339,12/04/2011,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,226
2340,12/04/2011,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,54
2341,12/04/2011,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,40
2342,12/04/2011,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,49
2343,12/04/2011,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,92
2344,12/04/2011,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836,106
2345,12/04/2011,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,44
2346,12/04/2011,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224,78
2347,12/04/2011,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881,99
2348,12/04/2011,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,291
2349,12/04/2011,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,224
2350,12/04/2011,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,130
2351,12/04/2011,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,103
2352,12/04/2011,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,84
2353,12/04/2011,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,54
2354,12/04/2011,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,39
2355,13/04/2011,2,0,4,0,0,3,1,2,0.4,0.4091,1,0.2985,15
2356,13/04/2011,2,0,4,1,0,3,1,2,0.4,0.4091,1,0.2985,1
2357,13/04/2011,2,0,4,2,0,3,1,3,0.4,0.4091,1,0.2985,2
2358,13/04/2011,2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,2
2359,13/04/2011,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,3
2360,13/04/2011,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,5
2361,13/04/2011,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,34
2362,13/04/2011,2,0,4,7,0,3,1,3,0.36,0.3485,1,0.2239,70
2363,13/04/2011,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,164
2364,13/04/2011,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,65
2365,13/04/2011,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,46
2366,13/04/2011,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,61
2367,13/04/2011,2,0,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,95
2368,13/04/2011,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,61
2369,13/04/2011,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,106
2370,13/04/2011,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,81
2371,13/04/2011,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,142
2372,13/04/2011,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,309
2373,13/04/2011,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,321
2374,13/04/2011,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,175
2375,13/04/2011,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,126
2376,13/04/2011,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,117
2377,13/04/2011,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,99
2378,13/04/2011,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,62
2379,14/04/2011,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,21
2380,14/04/2011,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,10
2381,14/04/2011,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,3
2382,14/04/2011,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,2
2383,14/04/2011,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0,9
2384,14/04/2011,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,14
2385,14/04/2011,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,70
2386,14/04/2011,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0,193
2387,14/04/2011,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,337
2388,14/04/2011,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,170
2389,14/04/2011,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,89
2390,14/04/2011,2,0,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,115
2391,14/04/2011,2,0,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,145
2392,14/04/2011,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,159
2393,14/04/2011,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,137
2394,14/04/2011,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,142
2395,14/04/2011,2,0,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,202
2396,14/04/2011,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0,388
2397,14/04/2011,2,0,4,18,0,4,1,1,0.56,0.5303,0.3,0,337
2398,14/04/2011,2,0,4,19,0,4,1,1,0.54,0.5152,0.32,0,259
2399,14/04/2011,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,169
2400,14/04/2011,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,145
2401,14/04/2011,2,0,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,104
2402,14/04/2011,2,0,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,47
2403,15/04/2011,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0,27
2404,15/04/2011,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0,15
2405,15/04/2011,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0,18
2406,15/04/2011,2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0,3
2407,15/04/2011,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,3
2408,15/04/2011,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,13
2409,15/04/2011,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,47
2410,15/04/2011,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,149
2411,15/04/2011,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,300
2412,15/04/2011,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,178
2413,15/04/2011,2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,122
2414,15/04/2011,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,136
2415,15/04/2011,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,200
2416,15/04/2011,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,180
2417,15/04/2011,2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,163
2418,15/04/2011,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,162
2419,15/04/2011,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,243
2420,15/04/2011,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,331
2421,15/04/2011,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,263
2422,15/04/2011,2,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,209
2423,15/04/2011,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,118
2424,15/04/2011,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,102
2425,15/04/2011,2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,80
2426,15/04/2011,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,64
2427,16/04/2011,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,43
2428,16/04/2011,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,33
2429,16/04/2011,2,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,24
2430,16/04/2011,2,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,14
2431,16/04/2011,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,5
2432,16/04/2011,2,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,4
2433,16/04/2011,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,10
2434,16/04/2011,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,21
2435,16/04/2011,2,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,45
2436,16/04/2011,2,0,4,9,0,6,0,3,0.4,0.4091,1,0.2985,29
2437,16/04/2011,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,22
2438,16/04/2011,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,31
2439,16/04/2011,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,32
2440,16/04/2011,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,58
2441,16/04/2011,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,63
2442,16/04/2011,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,78
2443,16/04/2011,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,33
2444,16/04/2011,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,15
2445,16/04/2011,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,38
2446,16/04/2011,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,71
2447,16/04/2011,2,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,53
2448,16/04/2011,2,0,4,21,0,6,0,2,0.44,0.4394,0.94,0,14
2449,16/04/2011,2,0,4,22,0,6,0,3,0.42,0.4242,1,0,24
2450,16/04/2011,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,35
2451,17/04/2011,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,33
2452,17/04/2011,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,31
2453,17/04/2011,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,29
2454,17/04/2011,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,25
2455,17/04/2011,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,7
2456,17/04/2011,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,3
2457,17/04/2011,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,8
2458,17/04/2011,2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,16
2459,17/04/2011,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,43
2460,17/04/2011,2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,102
2461,17/04/2011,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,211
2462,17/04/2011,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,304
2463,17/04/2011,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,354
2464,17/04/2011,2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,343
2465,17/04/2011,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,361
2466,17/04/2011,2,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,388
2467,17/04/2011,2,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,343
2468,17/04/2011,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,306
2469,17/04/2011,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,277
2470,17/04/2011,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,210
2471,17/04/2011,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,141
2472,17/04/2011,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,83
2473,17/04/2011,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,70
2474,17/04/2011,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,56
2475,18/04/2011,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,39
2476,18/04/2011,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,19
2477,18/04/2011,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,16
2478,18/04/2011,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,7
2479,18/04/2011,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,6
2480,18/04/2011,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,16
2481,18/04/2011,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0,54
2482,18/04/2011,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0,168
2483,18/04/2011,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0,297
2484,18/04/2011,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,169
2485,18/04/2011,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,109
2486,18/04/2011,2,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896,123
2487,18/04/2011,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,184
2488,18/04/2011,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,169
2489,18/04/2011,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,144
2490,18/04/2011,2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,176
2491,18/04/2011,2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,205
2492,18/04/2011,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,428
2493,18/04/2011,2,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582,362
2494,18/04/2011,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,286
2495,18/04/2011,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,165
2496,18/04/2011,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,151
2497,18/04/2011,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,90
2498,18/04/2011,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,46
2499,19/04/2011,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,25
2500,19/04/2011,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,7
2501,19/04/2011,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,13
2502,19/04/2011,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,3
2503,19/04/2011,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,5
2504,19/04/2011,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,18
2505,19/04/2011,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0,65
2506,19/04/2011,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0,188
2507,19/04/2011,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,351
2508,19/04/2011,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,162
2509,19/04/2011,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,75
2510,19/04/2011,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,72
2511,19/04/2011,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,103
2512,19/04/2011,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,129
2513,19/04/2011,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,107
2514,19/04/2011,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,127
2515,19/04/2011,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,192
2516,19/04/2011,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,411
2517,19/04/2011,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,421
2518,19/04/2011,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,276
2519,19/04/2011,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,168
2520,19/04/2011,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,122
2521,19/04/2011,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,112
2522,19/04/2011,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,52
2523,20/04/2011,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,33
2524,20/04/2011,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,7
2525,20/04/2011,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,2
2526,20/04/2011,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0,2
2527,20/04/2011,2,0,4,4,0,3,1,1,0.4,0.4091,1,0.1045,9
2528,20/04/2011,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,15
2529,20/04/2011,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,64
2530,20/04/2011,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0,237
2531,20/04/2011,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,396
2532,20/04/2011,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,197
2533,20/04/2011,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,131
2534,20/04/2011,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,118
2535,20/04/2011,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,145
2536,20/04/2011,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,177
2537,20/04/2011,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,148
2538,20/04/2011,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,145
2539,20/04/2011,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,255
2540,20/04/2011,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,432
2541,20/04/2011,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,441
2542,20/04/2011,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,383
2543,20/04/2011,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,225
2544,20/04/2011,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,172
2545,20/04/2011,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,117
2546,20/04/2011,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,93
2547,21/04/2011,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,44
2548,21/04/2011,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,26
2549,21/04/2011,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,13
2550,21/04/2011,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,7
2551,21/04/2011,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,6
2552,21/04/2011,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,14
2553,21/04/2011,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,75
2554,21/04/2011,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,198
2555,21/04/2011,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,365
2556,21/04/2011,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,196
2557,21/04/2011,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,98
2558,21/04/2011,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,133
2559,21/04/2011,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,199
2560,21/04/2011,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,177
2561,21/04/2011,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,228
2562,21/04/2011,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,235
2563,21/04/2011,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,294
2564,21/04/2011,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,481
2565,21/04/2011,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,452
2566,21/04/2011,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,324
2567,21/04/2011,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,204
2568,21/04/2011,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,184
2569,21/04/2011,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,137
2570,21/04/2011,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,99
2571,22/04/2011,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,33
2572,22/04/2011,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,24
2573,22/04/2011,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,9
2574,22/04/2011,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,2
2575,22/04/2011,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,3
2576,22/04/2011,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,16
2577,22/04/2011,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,49
2578,22/04/2011,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,180
2579,22/04/2011,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,346
2580,22/04/2011,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,195
2581,22/04/2011,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,136
2582,22/04/2011,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,106
2583,22/04/2011,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,80
2584,22/04/2011,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,40
2585,22/04/2011,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,36
2586,22/04/2011,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,75
2587,22/04/2011,2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,62
2588,22/04/2011,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,69
2589,22/04/2011,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,51
2590,22/04/2011,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,55
2591,22/04/2011,2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,47
2592,22/04/2011,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,28
2593,22/04/2011,2,0,4,22,0,5,1,3,0.3,0.303,1,0.1343,24
2594,22/04/2011,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,17
2595,23/04/2011,2,0,4,0,0,6,0,2,0.32,0.3182,1,0.194,18
2596,23/04/2011,2,0,4,1,0,6,0,2,0.32,0.3182,1,0.194,16
2597,23/04/2011,2,0,4,2,0,6,0,3,0.32,0.3333,1,0.1343,17
2598,23/04/2011,2,0,4,3,0,6,0,3,0.32,0.3333,1,0.0896,4
2599,23/04/2011,2,0,4,4,0,6,0,3,0.34,0.3636,1,0,5
2600,23/04/2011,2,0,4,5,0,6,0,3,0.34,0.3636,1,0,7
2601,23/04/2011,2,0,4,6,0,6,0,2,0.34,0.3333,1,0.1642,11
2602,23/04/2011,2,0,4,7,0,6,0,3,0.34,0.3333,1,0.1642,19
2603,23/04/2011,2,0,4,8,0,6,0,2,0.36,0.3333,1,0.2537,47
2604,23/04/2011,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,68
2605,23/04/2011,2,0,4,10,0,6,0,2,0.42,0.4242,0.88,0.2239,129
2606,23/04/2011,2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,232
2607,23/04/2011,2,0,4,12,0,6,0,1,0.52,0.5,0.83,0.4179,291
2608,23/04/2011,2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,312
2609,23/04/2011,2,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582,391
2610,23/04/2011,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,397
2611,23/04/2011,2,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836,426
2612,23/04/2011,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,383
2613,23/04/2011,2,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.194,376
2614,23/04/2011,2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,283
2615,23/04/2011,2,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537,183
2616,23/04/2011,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,135
